,Unnamed: 0,Good_Reads_Popularity_Rank,Title,Author,Avg_Rating,Num_Ratings,ISBN,ASIN,Genres,Series,Page_Number,Format,Rank_Score,Rating_Score,NumRatings_Score,Quality_Score
658,658,,The Holocaust of Texts,Amy Hungerford,,,9780226360768,,History,,216,paperback,,,,0.5402542288234181
659,659,,Descartes and the Possibility of Science,Peter A. Schouls,,,9780801437755,,Philosophy,,202,paperback,,,,0.5402542288234181
660,660,,Irish Urban Fictions,"Maria Beville, Deirdre Flynn",,,9783319983226,,Literary Criticism,,247,ebook,,,,0.5402542288234181
661,661,,The Loom of God,Clifford A. Pickover,4.0,,9781402764004,,Mathematics,,292,paperback,,0.75,,0.5402542288234181
662,662,,From “Modern” to “Postmodern” Psychology: Is There a Way Past?,"Barbara Hanfstingl, Timo Gnambs, Peter Adriaan Edelsbrunner, Jana Uher, Ulrich Dettweiler",,,9782832519448,,Science,,190,paperback,,,,0.5402542288234181
663,663,,The Oxford Companion to the History of Modern Science,John L. Heilbron,,,9780195112290,,Science,,994,paperback,,,,0.5402542288234181
664,664,,"The Sage Encyclopedia of Qualitative Research Methods: A-L ; Vol. 2, M-Z Index",Lisa M. Given,,,9781412941631,,Reference,,1073,paperback,,,,0.5402542288234181
665,665,,Calamity Theory,"Joshua Schuster, Derek Woods",,,9781452966588,,Philosophy,,142,ebook,,,,0.5402542288234181
666,666,,Climate Change Fictions: Representations of the Dark Anthropocene,"Jiang Lifu, Ge Youran, Sheng Caorui, You Lei, Yuan Yao",,,9781649973993,,Science,,348,ebook,,,,0.5402542288234181
667,667,,Yearbook of science & the future,"Encyclopaedia Britannica, Inc",,,9780852293751,,Science,,450,paperback,,,,0.5402542288234181
668,668,,Student Handbook,Gorton Carruth,,,9780835227650,,Encyclopedias and dictionaries,,1304,paperback,,,,0.5402542288234181
669,669,,Our Evolving Universe,Walter H. Hesse,,,9780822101840,,Science,,506,paperback,,,,0.5402542288234181
670,670,,Career Information Center,"Mary Rose Bonk, Jennifer Greve",,,9780028660493,,Agricultural industries,,228,paperback,,,,0.5402542288234181
671,671,,The Oxford Book of Historical Stories,"Michael Cox, Jack Adrian",,,9780192832085,,Fiction,,468,paperback,,,,0.5402542288234181
672,672,,Fantastic Reading,"Isaac Asimov, Martin Harry Greenberg, David Clark Yeager",,,9780673159366,,Education,,188,paperback,,,,0.5402542288234181
673,673,,Margaret Atwood's Dystopian Fiction,Sławomir Kuźnicki,,,9781443892698,,Literary Criticism,,227,ebook,,,,0.5402542288234181
674,674,,Why We Read Fiction,Lisa Zunshine,3.0,,9780814210284,,Literary Criticism,,210,paperback,,0.5,,0.5402542288234181
675,675,,Different Engines,"Mark Brake, Neil Hook",,,9780230553972,,Science,,388,paperback,,,,0.5402542288234181
676,676,,Science fiction and innovation,Thomas Michaud,,,9782953257397,,Business & Economics,,136,ebook,,,,0.5402542288234181
677,677,,"Nineteenth Century Popular Fiction, Medicine and Anatomy",Anna Gasperini,,,9783030109165,,Literary Criticism,,268,ebook,,,,0.5402542288234181
678,678,,The Routledge Anthology of Climate Fiction,Bill Gillard,,,9781040120323,,Fiction,,615,ebook,,,,0.5402542288234181
679,679,,"Science, Medicine, and Aristocratic Lineage in Victorian Popular Fiction",Abigail Boucher,,,9783031411410,,Literary Criticism,,241,ebook,,,,0.5402542288234181
680,680,,Dune,Frank Herbert,4.5,,9780575104419,,Fiction,,743,ebook,,0.875,,0.6711129240507492
681,681,,Time Machines,Paul J. Nahin,,,9780387985718,,Science,,674,paperback,,,,0.5402542288234181
682,682,,The Legacies of Ursula K. Le Guin,"Christopher L. Robinson, Sarah Bouttier, Pierre-Louis Patoine",,,9783030828271,,Fiction,,149,ebook,,,,0.5402542288234181
683,683,,Architecture and Science-Fiction Film,David T. Fortin,,,9781351957465,,Architecture,,251,ebook,,,,0.5402542288234181
684,684,,Pseudoscience and Science Fiction,Andrew May,,,9783319426051,,Science,,188,ebook,,,,0.5402542288234181
685,685,,Victorian Narratives of the Recent Past,Helen Kingstone,,,9783319495507,,Literary Criticism,,248,ebook,,,,0.5402542288234181
686,686,,"English Fiction and the Evolution of Language, 1850–1914",Will Abberley,,,9781316300879,,Literary Criticism,,249,ebook,,,,0.5402542288234181
687,687,,Comeuppance,William Flesch,,,9780674026315,,Language Arts & Disciplines,,272,paperback,,,,0.5402542288234181
688,688,,The Secret Window,Anthony Hood Chambers,,,9780674796744,,Literary Criticism,,196,paperback,,,,0.5402542288234181
689,689,,The Near Future in 21st Century Fiction,David Sergeant,,,9781009279888,,Art,,239,paperback,,,,0.5402542288234181
690,690,,The Edges of the Earth in Ancient Thought,James S. Romm,,,9780691037882,,History,,247,paperback,,,,0.5402542288234181
691,691,,Ethical Futures and Global Science Fiction,"Zachary Kendal, Aisling Smith, Giulia Champion, Andrew Milner",,,9783030278939,,Literary Criticism,,340,ebook,,,,0.5402542288234181
692,692,,The Architecture of the Imagination,Shaun Nichols,,,9780199275724,,Philosophy,,290,paperback,,,,0.5402542288234181
693,693,,Escape from the Wasteland,Susan Jolliffe Napier,,,9780674261815,,Literary Criticism,,284,paperback,,,,0.5402542288234181
694,694,,"Science Fiction, Science Fact",Isaac Asimov,,,9780440403524,,Juvenile Nonfiction,,36,paperback,,,,0.5084073305890999
695,695,,The Philosophy of Science Fiction Film,Steven Sanders,4.0,,9780813172811,,Performing Arts,,241,ebook,,0.75,,0.5402542288234181
696,696,,Studies in the Comic Spirit in Modern Japanese Fiction,Joel Ralph Cohn,,,9780674847118,,Education,,288,paperback,,,,0.5402542288234181
697,697,,Posthuman Biopolitics,Bruce Clarke,,,9783030364861,,Literary Criticism,,198,ebook,,,,0.5402542288234181
698,698,,On the Origin of Stories,Brian Boyd,,,9780674057111,,Literary Criticism,,555,paperback,,,,0.5402542288234181
699,699,,Recontextualizing Texts,Atsuko Sakaki,,,9780674750944,,Education,,308,paperback,,,,0.5402542288234181
700,700,,When the Sleeper Wakes,H. G. Wells,,,9781983655890,,science fiction,,572,paperback,,,,0.5402542288234181
701,701,,The Art of Detective Fiction,NA NA,,,9781349627684,,Science,,256,ebook,,,,0.5402542288234181
702,702,,Surreal Entanglements,"Louise Economides, Laura Shackelford",,,9781000388343,,Literary Criticism,,197,ebook,,,,0.5402542288234181
703,703,,Nation and Region in Modern American and European Fiction,Thomas O. Beebee,,,9781557534989,,Literary Criticism,,213,paperback,,,,0.5402542288234181
704,704,,Brave New Words,Jeff Prucher,,,9780199885527,,Reference,,509,ebook,,,,0.5402542288234181
705,705,,Biopolitical Futures in Twenty-First-Century Speculative Fiction,Sherryl Vint,,,9781108839006,,History,,283,paperback,,,,0.5402542288234181
706,706,,Dreams Must Explain Themselves,Ursula K. Le Guin,,,9781473205956,,Literary Criticism,,524,ebook,,,,0.5402542288234181
707,707,,Trope-ing the Light Fantastic,Edward M. Lerner,,,9781612424019,,Fiction,,366,paperback,,,,0.5402542288234181
708,708,,Eco-facts and Eco-fiction,William H. Baarschers,,,9781135101206,,Science,,281,ebook,,,,0.5402542288234181
709,709,,Death-Facing Ecology in Contemporary British and North American Environmental Crisis Fiction,Louise Squire,,,9781351396509,,Literary Criticism,,283,ebook,,,,0.5402542288234181
710,710,,Social and Virtual Space,Laura Chernaik,,,9780838640692,,History,,209,ebook,,,,0.5402542288234181
711,711,,Ecofeminist Science Fiction,Douglas A. Vakoch,,,9781000376364,,Fiction,,163,ebook,,,,0.5402542288234181
712,712,,Creating Life from Life,Rosalyn W. Berne,,,9789814463591,,Medical,,302,ebook,,,,0.5402542288234181
713,713,,"Mesmerists, Monsters, and Machines",Martin Willis,,,9780873388573,,Art,,292,paperback,,,,0.5402542288234181
714,714,,The Time Machine Hypothesis,Damien Broderick,,,9783030161781,,Science,,246,ebook,,,,0.5402542288234181
715,715,,The War of the Worlds,H. G. Wells,,,9781983661334,,science fiction,,420,paperback,,,,0.5402542288234181
716,716,,Apocalyptic Visions in the Anthropocene and the Rise of Climate Fiction,Kübra Baysal,,,9781527573635,,Science,,279,ebook,,,,0.5402542288234181
717,717,,A Geography of Victorian Gothic Fiction,Robert Mighall,,,9780198184720,,History,,346,paperback,,,,0.5402542288234181
718,718,,Ghost Species,James Bradley,,,9781529358094,,Fiction,,299,ebook,,,,0.5402542288234181
719,719,,Pride and Prejudice,Jane Austen,,,9780192815033,,Fiction,,388,paperback,,,,0.5159218457047254
720,720,,"To Sir Phillip, with Love",Julia Quinn,,,9780739435724,,Fiction,,274,paperback,,,,0.5402542288234181
721,721,,Simple Gifts,"Judith McNaught, Jude Deveraux",,,9780743442237,,Fiction,,404,paperback,,,,0.5402542288234181
722,722,,Dare to Love,Carly Phillips,4.5,,9780989311298,,Fiction,,256,ebook,,0.875,,0.5402542288234181
723,723,,Love Only Once,Johanna Lindsey,5.0,,9780739446461,,England,,452,paperback,,1.0,,0.5402542288234181
724,724,,Above and Beyond,Sandra Brown,,,9781551662916,,Fiction,,297,paperback,,,,0.5402542288234181
725,725,,The Missing Sister,Lucinda Riley,,,9781952457234,,romance,,576,paperback,,,,0.5402542288234181
726,726,,The Viscount Who Loved Me,Julia Quinn,,,9780063279469,,Fiction,,512,paperback,,,,0.5402542288234181
727,727,,Spirit Bound,Richelle Mead,4.5,,9781921518867,,Boarding school students,,489,paperback,,0.875,,0.5791813284295623
728,728,,Northanger Abbey,Jane Austen,,,9781908533272,,Books and reading,,256,paperback,,,,0.5159218457047254
729,729,,Mansfield Park,Jane Austen,,,9781410429681,,Fiction,,661,paperback,,,,0.5159218457047254
730,730,,Fine Things,Danielle Steel,,,9780440200567,,Fiction,,415,paperback,,,,0.5402542288234181
731,731,,Before the Season Ends,Linore Rose Burkard,3.5,,9781594676734,,Fiction,,322,paperback,,0.625,,0.5402542288234181
732,732,,Emma,Jane Austen,,,9781908533067,,England,,512,paperback,,,,0.5159218457047254
733,733,,The Storm Sister,Lucinda Riley,,,9781529003468,,Fiction,,720,paperback,,,,0.5402542288234181
734,734,,A Loving Scoundrel,Johanna Lindsey,,,9780786265114,,Fiction,,528,paperback,,,,0.5402542288234181
735,735,,All Your Perfects,Colleen Hoover,,,9781761105357,,romance,,320,paperback,,,,0.49232324549499973
736,736,,Twisted Perfection Signed Limited Edition,Abbi Glines,,,9781476763545,,Fiction,,272,paperback,,,,0.5402542288234181
737,737,,Tara Road,Maeve Binchy,,,9780385333955,,Detective and mystery stories,,502,paperback,,,,0.5402542288234181
738,738,,Anne of Avonlea,"Montgomery, Ian, Lucy Maud Montgomery",,,9780770421311,,Islands,,277,paperback,,,,0.5402542288234181
739,739,,Captivated,Nora Roberts,4.0,,9780373285006,,Fiction,,312,paperback,,0.75,,0.5402542288234181
740,740,,White Hot,Sandra Brown,,,9781594130823,,Fiction,,696,paperback,,,,0.5402542288234181
741,741,,Bride of the Tiger,Heather Graham Pozzessere,,,9781551661469,,Fiction,,258,paperback,,,,0.5402542288234181
742,742,,Five Days in Paris,Danielle Steel,,,9780440222842,,Fiction,,291,paperback,,,,0.5402542288234181
743,743,,Too Strong to Deny,Emma Darcy,,,9780263122671,,Fiction,,294,paperback,,,,0.5402542288234181
744,744,,The Playboy and the Nanny,Anne McAllister,,,9780373120055,,Fiction,,196,paperback,,,,0.5402542288234181
745,745,,The Horse Whisperer,Nicholas Evans,,,9780440222651,,American fiction,,468,paperback,,,,0.5402542288234181
746,746,,On the Night of the Seventh Moon,Victoria Holt,,,9780708903216,,English fiction,,557,paperback,,,,0.5402542288234181
747,747,,The Glass Menagerie,Tennessee Williams,4.0,,9780811214049,,Drama,,132,paperback,,0.75,,0.39985004355827924
748,748,,The Winemaker's Wife,Kristen Harmel,,,9781787394841,,Fiction,,336,paperback,,,,0.5402542288234181
749,749,,Sunshower,Christene Thompson,,,9780745118703,,Romance,,214,paperback,,,,0.5402542288234181
750,750,,Malafrena,Ursula K. Le Guin,,,9780425046470,,Fiction,,358,paperback,,,,0.5402542288234181
751,751,,Just Once,Karen Kingsbury,,,9781982104443,,Fiction,,336,paperback,,,,0.5402542288234181
752,752,,Charmed,Nora Roberts,,,9780733563508,,Love stories,,559,paperback,,,,0.5402542288234181
753,753,,Medieval Romance and Material Culture,Nicholas Perkins,,,9781843843900,,Literary Criticism,,312,paperback,,,,0.5402542288234181
754,754,,Big Sky Secrets,Linda Lael Miller,4.0,,9780373778317,,Fiction,,381,paperback,,0.75,,0.5402542288234181
755,755,,Desire,Nicole Jordan,,,9780739419540,,Aristocracy (Social class),,438,paperback,,,,0.5402542288234181
756,756,,Hot Blood,Charlotte Lamb,,,9780263146660,,Fiction,,290,paperback,,,,0.5402542288234181
757,757,,Climax of Passion,Emma Darcy,,,9780373117710,,Fiction,,196,paperback,,,,0.5402542288234181
758,758,,The Blue Castle,Lucy Maud Montgomery,,,9780771062179,,Canada,,264,paperback,,,,0.5402542288234181
759,759,,Wild Designs,Katie Fforde,,,9780312156930,,Fiction,,322,paperback,,,,0.5402542288234181
760,760,,"Sunlight, Moonlight",Amanda Ashley,5.0,,9780505521583,,Fiction,,404,paperback,,1.0,,0.5402542288234181
761,761,,Chasing Perfect,Susan Mallery,,,9781602857575,,Fiction,,382,paperback,,,,0.5402542288234181
762,762,,The Dogs and the Wolves,Irène Némirovsky,5.0,,9780099507789,,Bankers,,227,paperback,,1.0,,0.5402542288234181
763,763,,The Last Song,Nicholas Sparks,,,9780446547567,,Fiction,,390,paperback,,,,0.4267248591375421
764,764,,Romance and Legend of Chivalry,Ascott Robert Hope Moncrieff,,,9780517118627,,Fiction,,464,paperback,,,,0.5402542288234181
765,765,,Miracle,Danielle Steel,,,9780593050149,,Businessmen,,181,paperback,,,,0.5402542288234181
766,766,,Leap of Faith,Danielle Steel,,,9780593043639,,English fiction,,202,paperback,,,,0.5402542288234181
767,767,,The Marrying Game,Lindsay Armstrong,,,9780263123517,,Fiction,,292,paperback,,,,0.5402542288234181
768,768,,Stand-In Groom,Suzanne Brockmann,,,9780553445985,,Fiction,,244,paperback,,,,0.5402542288234181
769,769,,Deadly Gift,Heather Graham,,,9781410408907,,Fiction,,495,paperback,,,,0.5402542288234181
770,770,,The Secret Woman,Victoria Holt,,,9780002217385,,Fiction,,318,paperback,,,,0.5402542288234181
771,771,,My Scandalous Bride,"Christina Dodd, Stephanie Laurens, Celeste Bradley, Leslie Lafoy",4.5,,9780312995225,,Fiction,,356,paperback,,0.875,,0.5402542288234181
772,772,,Love,Toni Morrison,,,9780099455493,,Fiction,,28,paperback,,,,0.5294957456441949
773,773,,The Camel of Destruction,Michael Pearce,,,9780708951699,,Fiction,,386,paperback,,,,0.5402542288234181
774,774,,Mastering the Marquess,Vanessa Kelly,,,9781420109733,,Fiction,,499,paperback,,,,0.5402542288234181
775,775,,Our Chemical Hearts,Krystal Sutherland,,,9781761048760,,Juvenile Fiction,,369,paperback,,,,0.5402542288234181
776,776,,Part-Time Marriage,Jessica Steele,,,9780373036806,,Fiction,,200,paperback,,,,0.5402542288234181
777,777,,A Death in Vienna,Daniel Silva,,,9780754068907,,"Allon, Gabriel (Fictitious character)",,523,paperback,,,,0.5402542288234181
778,778,,The Soldier's Bride,Rachelle J. Christensen,,,9780996897617,,Fiction,,348,paperback,,,,0.5402542288234181
779,779,,West Side Story,Irving Shulman,4.0,,9780671725662,,Fiction,,164,paperback,,0.75,,0.5402542288234181
780,780,,The Sun Is Also a Star,Nicola Yoon,,,9780552577564,,Deportation,,348,paperback,,,,0.5402542288234181
781,781,,Down the Rabbit Hole,"J. D. Robb, Mary Blayney, Elaine Fox, Mary Kay McComas, Ruth Ryan Langan",,,9780515155471,,Fiction,,434,paperback,,,,0.5402542288234181
782,782,,House of Scarlett,Meghan March,,,9781943796427,,Fiction,,316,paperback,,,,0.5402542288234181
783,783,,It Happened One Summer,Tessa Bailey,5.0,,9780063082359,,romance,,416,paperback,,1.0,,0.5402542288234181
784,784,,Solo,Jack Higgins,,,9780440181651,,Fiction,,296,paperback,,,,0.5402542288234181
785,785,,In the Sheikh's Marriage Bed,Sarah Morgan,,,9780263185584,,Fiction,,284,paperback,,,,0.5402542288234181
786,786,,Ghosts of the Shadow Market,"Cassandra Clare, Sarah Rees Brennan, Maureen Johnson, Kelly Link, Robin Wasserman",,,9781406389432,,Demonology,,616,paperback,,,,0.5402542288234181
787,787,,The Forget-Me-not Sonata,Santa Montefiore,,,9781407403953,,Romance,,597,paperback,,,,0.5402542288234181
788,788,,Lucky,Jackie Collins,,,9780671524968,,Fiction,,598,paperback,,,,0.5402542288234181
789,789,,The Independent Bride,Sophie Weston,,,9780263179354,,Fiction,,290,paperback,,,,0.5402542288234181
790,790,,The House on Hope Street,Danielle Steel,,,9780754014959,,Bereavement,,240,paperback,,,,0.5402542288234181
791,791,,Whirlpool of Passion,Emma Darcy,,,9780263758665,,Romance,,187,paperback,,,,0.5402542288234181
792,792,,Irresistible Forces,Danielle Steel,,,9780593040720,,Adultery,,372,paperback,,,,0.5402542288234181
793,793,,Invitation to Provence,Elizabeth A. Adler,,,9781843957119,,Americans,,392,paperback,,,,0.5402542288234181
794,794,,Zodiac,"Richard Dilys, Dilys Gater, Richard Lawler",,,9780708936467,,Fiction,,228,paperback,,,,0.5402542288234181
795,795,,Layla,Colleen Hoover,5.0,,9781542000178,,Fiction,,304,paperback,,1.0,,0.49232324549499973
796,796,,Open Heart,Mary Bringle,,,9780453004237,,Fiction,,376,paperback,,,,0.5402542288234181
797,797,,"Goodbye, Sally",Rhona Martin,,,9780708920152,,Fiction,,534,paperback,,,,0.5402542288234181
798,798,,Tallchief,Cait London,,,9780373764198,,Fiction,,196,paperback,,,,0.5402542288234181
799,799,,Maggie,Joan Lingard,,,9780330333610,,romance,,188,paperback,,,,0.5402542288234181
800,800,,To Beguile a Beast,Elizabeth Hoyt,,,9781408456422,,Housekeepers,,453,paperback,,,,0.5402542288234181
801,801,,Highland Beast,"Hannah Howell, Victoria Dahl",,,9781420106725,,Demonology,,352,paperback,,,,0.5402542288234181
802,802,,Morgan's Child,Anne Mather,,,9780373120000,,Fiction,,196,paperback,,,,0.5402542288234181
803,803,,A Hundred Honeymoons,J. S. Wilson,,,9781664134201,,romance,,466,paperback,,,,0.5402542288234181
804,804,,Danger in the Shadows,Dee Henderson,,,9781576739273,,Fiction,,324,paperback,,,,0.5402542288234181
805,805,,Free to Love,Ivana Trump,,,9780099358718,,Romance,,512,paperback,,,,0.5402542288234181
806,806,,The Butterfly Picnic,Joan Aiken,,,9780745116457,,romance,,407,paperback,,,,0.5402542288234181
807,807,,Miss Butterworth and the Mad Baron,"Julia Quinn, Violet Charles",,,9780062958594,,Comics & Graphic Novels,,160,paperback,,,,0.5402542288234181
808,808,,Mistress Pat,L. M. Montgomery,,,9780553280487,,Families,,277,paperback,,,,0.5402542288234181
809,809,,Home Front,Kristin Hannah,,,9780753191019,,Interpersonal relations,,528,paperback,,,,0.5071395950202914
810,810,,Pearl in the Mist,Virginia Andrews,,,9780671719067,,romance,,374,paperback,,,,0.5402542288234181
811,811,,Canyons of Night,Jayne Castle,,,9780515149883,,Fiction,,371,paperback,,,,0.5402542288234181
812,812,,The Love Knot,Rebecca Brandewyne,,,9781587244933,,Fiction,,456,paperback,,,,0.5402542288234181
813,813,,The Duke's Princess Bride,Amalie Howard,,,9781728243412,,romance,,352,paperback,,,,0.5402542288234181
814,814,,Prescriptions and Promises,Jessica Matthews,,,9780373063024,,Pharmaceutical services,,196,paperback,,,,0.5402542288234181
815,815,,The Ultimate Choice,Emma Darcy,,,9780263123364,,Large type books,,288,paperback,,,,0.5402542288234181
816,816,,Where There's a Will,Day Leclaire,,,9780373361069,,Fiction,,228,paperback,,,,0.5402542288234181
817,817,,Temptation,Jude Deveraux,,,9780708948118,,Americans,,449,paperback,,,,0.5402542288234181
818,818,,Texas! Lucky,Sandra Brown,,,9780739328217,,Fiction,,404,paperback,,,,0.5402542288234181
819,819,,The Desert Bride of Al Zayed,Tessa Radley,,,9780733583964,,Love stories,,184,paperback,,,,0.5402542288234181
820,820,,Tiger's Eye,Madeleine Ker,,,9780263122640,,Large type books,,285,paperback,,,,0.5402542288234181
821,821,,The House of the Seven Gables,"Nathaniel Hawthorne, Philip Young",,,9780030844201,,Classic,,280,paperback,,,,0.5402542288234181
822,822,,Fortune's Lady,Melinda Hammond,,,9780708951873,,England,,320,paperback,,,,0.5402542288234181
823,823,,Wuthering Heights,"Emily Brontë, Charlotte Brontë",,,9781851523030,,romance,,527,paperback,,,,0.5402542288234181
824,824,,Girl in Luv,"Jay Crownover, Rebecca Yarros",,,9781393711339,,Dating (Social customs),,187,paperback,,,,0.5402542288234181
825,825,,The Pursuit,"Janet Evanovich, Lee Goldberg",,,9780553392777,,Fiction,,321,paperback,,,,0.5402542288234181
826,826,,Eden Close,Anita Shreve,,,9780349105871,,Blindness,,288,paperback,,,,0.5402542288234181
827,827,,Island of Shells,Grace Green,,,9780263137750,,Fiction,,290,paperback,,,,0.5402542288234181
828,828,,Tuesday's Child,Louise Bagshawe,,,9780755304288,,Chick lit,,448,paperback,,,,0.5402542288234181
829,829,,Beauty and the Badge,Lyn Stone,,,9780373079520,,Fiction,,262,paperback,,,,0.5402542288234181
830,830,,Waiting,Ha Jin,,,9780099287599,,American fiction,,322,paperback,,,,0.5402542288234181
831,831,,Prince of Lies,Robyn Donald,,,9780263144147,,Large type books,,283,paperback,,,,0.5402542288234181
832,832,,The Far Country,Nevil Shute,,,9780434699148,,Fiction,,306,paperback,,,,0.5402542288234181
833,833,,Meant to Be,Jude Deveraux,,,9780778331445,,Fiction,,416,paperback,,,,0.5402542288234181
834,834,,The Fiancé Fix,Carole Mortimer,,,9780263175233,,Love stories,,186,paperback,,,,0.5402542288234181
835,835,,Traded to the Sheikh,Emma Darcy,,,9780263189766,,Large print books,,284,paperback,,,,0.5402542288234181
836,836,,Flaming Arrow,Cassie Edwards,,,9780451407573,,Fiction,,388,paperback,,,,0.5402542288234181
837,837,,Anne,Muriel Canfield,,,9780871234230,,Juvenile Fiction,,164,paperback,,,,0.5402542288234181
838,838,,Dream Baby,Ann Evans,,,9780373708703,,Fiction,,308,paperback,,,,0.5402542288234181
839,839,,Burglar Bill,"Janet Ahlberg, Allan Ahlberg",,,9780434925001,,Burglary,,32,paperback,,,,0.5402542288234181
840,840,,The Spanish Billionaire's Christmas Bride,Maggie Cox,,,9780263203714,,Romance,,187,paperback,,,,0.5402542288234181
841,841,,Love is in the Cards,Emma Goldrick,,,9780263123654,,Large type books,,285,paperback,,,,0.5402542288234181
842,842,,Animating Maria,Marion Chesney,,,9780745115306,,Young women,,240,paperback,,,,0.5402542288234181
843,843,,Dishonourable Seduction,Angela Wells,,,9780263142402,,Large print books,,287,paperback,,,,0.5402542288234181
844,844,,High-Country Governess,Essie Summers,,,9780263118476,,romance,,285,paperback,,,,0.5402542288234181
845,845,,The Queer Principles of Kit Webb,Cat Sebastian,,,9780063026216,,Fiction,,352,paperback,,,,0.5402542288234181
846,846,,War of Love,Carole Mortimer,,,9780263141443,,Romance,,186,paperback,,,,0.5402542288234181
847,847,,Colors of Truth,Tamera Alexander,,,9781735758800,,Fiction,,520,paperback,,,,0.5402542288234181
848,848,,Something That Lasts,James Jordan,,,9781602850736,,Fiction,,318,paperback,,,,0.5402542288234181
849,849,,His Perfect Wife,Susanne McCarthy,,,9780263807165,,Love stories,,186,paperback,,,,0.5402542288234181
850,850,,An Echo in the Darkness,Francine Rivers,4.5,,9780842313070,,Fiction,,482,paperback,,0.875,,0.5402542288234181
851,851,,We Are Not Ourselves,Matthew Thomas,,,9781476756660,,Fiction,,640,paperback,,,,0.5402542288234181
852,852,,"Solitary Envoy, The","T. Davis Bunn, Isabella Bunn",,,9780764228575,,Fiction,,320,paperback,,,,0.5402542288234181
853,853,,Ruth's Journey,Donald McCaig,,,9781451643534,,Fiction,,384,paperback,,,,0.5402542288234181
854,854,,Allegiance,Cayla Kluver,5.0,,9780373210435,,Fiction,,501,paperback,,1.0,,0.5402542288234181
855,855,,Something Red,Douglas Nicholas,,,9781451660074,,Fiction,,325,paperback,,,,0.5402542288234181
856,856,,Navegando Por La Tentación,Lorraine Heath,,,9788468784656,,Fiction,,320,paperback,,,,0.5402542288234181
857,857,,Middlemarch,George Eliot,,,9780451517500,,Fiction,,836,paperback,,,,0.44937836249754487
858,858,,Miss Cameron's Fall from Grace,Helen Dickson,,,9780373306404,,Historical,,280,paperback,,,,0.5402542288234181
859,859,,The Living is Easy,Dorothy West,,,9781558611474,,Fiction,,380,paperback,,,,0.5402542288234181
860,860,,Green Gauntlet,R.F. Delderfield,,,9780345218995,,historical fiction,,430,paperback,,,,0.5402542288234181
861,861,,Black Mountain,Venero Armanno,,,9781459689565,,Fugitive slaves,,412,paperback,,,,0.5402542288234181
862,862,,The Twisted Sword,Winston Graham,,,9780708988220,,Fiction,,504,paperback,,,,0.5402542288234181
863,863,,Stork Bite,L. K. Simonds,,,9781736203002,,Fiction,,380,paperback,,,,0.5402542288234181
864,864,,In the Region of the Summer Stars,Stephen R. Lawhead,,,9780765383440,,Fiction,,334,paperback,,,,0.5402542288234181
865,865,,Citadel,A. J. Cronin,,,9780575600966,,Coal miners,,128,paperback,,,,0.5402542288234181
866,866,,The Field of Swords,Conn Iggulden,,,9780007195268,,Biographical fiction,,536,paperback,,,,0.5402542288234181
867,867,,The Warsaw Orphan,Kelly Rimmer,,,9781525811531,,Fiction,,416,paperback,,,,0.5402542288234181
868,868,,The Girl from the Channel Islands,Jenny Lecoat,,,9781761065750,,historical fiction,,272,paperback,,,,0.5402542288234181
869,869,,The Resistance Girl,Mandy Robotham,,,9780008516062,,historical fiction,,432,paperback,,,,0.5402542288234181
870,870,,El Tiempo y la Felicidad,Luciano De Crescenzo,,,9788497590358,,historical fiction,,224,paperback,,,,0.5402542288234181
871,871,,A Woman of Substance,Barbara Taylor Bradford,,,9780862202040,,Large type books,,1240,paperback,,,,0.5402542288234181
872,872,,The Lady of Abu Simbel,Christian Jacq,,,9781740301152,,Egypt,,434,paperback,,,,0.5402542288234181
873,873,,Sisters of the Resistance,Christine Wells,,,9780063055445,,historical fiction,,416,paperback,,,,0.5402542288234181
874,874,,Heaven and Hell,John Jakes,,,9780002231459,,historical fiction,,700,paperback,,,,0.5402542288234181
875,875,,The Gates of Hell,P. C. Doherty,,,9781841194974,,Detective and mystery stories,,292,paperback,,,,0.5402542288234181
876,876,,The Postmistress of Paris,Meg Waite Clayton,,,9780062946980,,historical fiction,,400,paperback,,,,0.5402542288234181
877,877,,Odysseus,Valerio Massimo Manfredi,,,9780230769342,,Adventure stories,,372,paperback,,,,0.5402542288234181
878,878,,Flashman in the Great Game,George MacDonald Fraser,,,9780330248013,,English fiction,,351,paperback,,,,0.5402542288234181
879,879,,The Last Tiara,M. J. Rose,,,9781952457173,,historical fiction,,304,paperback,,,,0.5402542288234181
880,880,,Angels in the Gloom,Anne Perry,,,9780755302888,,Cambridge (England),,312,paperback,,,,0.5402542288234181
881,881,,The Noble Fugitive,"T. Davis Bunn, Isabella Bunn",,,9780764228599,,Fiction,,313,paperback,,,,0.5402542288234181
882,882,,Masqueraders,Georgette Heyer,,,9780753174166,,England,,378,paperback,,,,0.5402542288234181
883,883,,The Knight's Tale,M. J. TROW,,,9781448309085,,historical fiction,,336,paperback,,,,0.5402542288234181
884,884,,Harbor Secrets,Melody Carlson,,,9781946531322,,Fiction,,324,paperback,,,,0.5402542288234181
885,885,,Mr. Timothy,Louis Bayard,,,9780719567025,,Detective and mystery stories,,384,paperback,,,,0.5402542288234181
886,886,,Fortune's Favourites,Colleen McCullough,,,9780712638500,,Australian fiction,,878,paperback,,,,0.5402542288234181
887,887,,One Little Sin,Liz Carlyle,,,9780753176450,,Great Britain,,392,paperback,,,,0.5402542288234181
