Title,Description,Thumbnail
The Martian,"Gestrandet auf dem Mars Der Astronaut Mark Watney war auf dem besten Weg, eine lebende Legende zu werden, schließlich war er der erste Mensch in der Geschichte der Raumfahrt, der je den Mars betreten hat. Nun, sechs Tage später, ist Mark auf dem besten Weg, der erste Mensch zu werden, der auf dem Mars sterben wird: Bei einer Expedition auf dem Roten Planeten gerät er in einen Sandsturm, und als er aus seiner Bewusstlosigkeit erwacht, ist er allein. Auf dem Mars. Ohne Ausrüstung. Ohne Nahrung. Und ohne Crew, denn die ist bereits auf dem Weg zurück zur Erde. Es ist der Beginn eines spektakulären Überlebenskampfes ...",http://books.google.com/books/content?id=rhubAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The World According to Garp,"Wer diesen Roman noch nicht gelesen hat, ist zu beneiden. Denn ihn erwartet eine Welt voller skurriler Ereignisse und liebenswert verschrobener Figuren in Neuengland und Wien. Garps Welt eben, in der alles passieren kann und meistens auch passiert.",http://books.google.com/books/content?id=T-BtAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Guernsey Literary and Potato Peel Pie Society,"Willkommen im Club der Guernseyer Freunde von Dichtung und Kartfoffelschalenauflauf London, Ende der vierziger Jahre: Die junge Schriftstellerin Juliet erhält einen ungewöhnlichen Brief. Absender ist Dawsey Adams, ein Bauer von der Kanalinsel Guernsey, der antiquarisch ein Buch erworben hat, das zuvor ihr gehörte. Zwischen den beiden entspinnt sich ein Briefwechsel, durch den Juliet von der Existenz der »Guernseyer Freunde von Dichtung und Kartoffelschalenauflauf« erfährt, einer literarischen Gesellschaft, die einige der Inselbewohner gründeten, um sich über die schwere Kriegszeit hinwegzuhelfen. Je mehr Juliet über Dawsey und die anderen erfährt, desto mehr wünscht sie sich diese Menschen zu treffen. Und so beschließt sie, auf die Insel zu reisen. Dort stößt Juliet auf die Geschichte von Elizabeth, einem verschollenen Mitglied des Clubs, und ihrer großen Liebe zu einem deutschen Offizier. Und sie lernt Dawsey immer besser kennen...",http://books.google.com/books/content?id=PGSwCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Good Earth,No description available.,http://books.google.com/books/content?id=QA5NrgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
East of Eden,"Von der Mitte des letzten Jahrhunderts bis zum Ende des Ersten Weltkriegs reicht die Zeitspanne, die diese große amerikanische Familiensaga umfaßt. Sie erzählt die Geschichte der Trasks und der Hamiltons: die Geschichte von Charles und Adam, den ungleichen Brüdern, die um die Liebe ihres Vaters buhlen und den Reizen derselben Frau erliegen. Von eben jener Cathy, die ihren Mann und die neugeborenen Zwillinge verlässt, um sich ihren Lebensunterhalt in einem Bordell zu verdienen. Und von Aron und Caleb, ihren beiden Söhnen, deren spannungsgeladenes Verhältnis in einer moderen Version des biblischen Kainsmythos gipfelt.",http://books.google.com/books/content?id=w8aNPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Moby-Dick or, The Whale",No description available.,
Me Before You,"Taking a job as an assistant to extreme sports enthusiast Will, who is wheelchair bound after a motorcycle accident, Louisa struggles with her employer's acerbic moods and learns of his shocking plans before demonstrating to him that life is still worth living.",http://books.google.com/books/content?id=G9s0ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Son of Neptune,"Sieben Teenager im Kampf gegen Riesen, Zyklopen und römische Götter In dem Moment, als der 15-jährige Jason Grace in einem Schulbus aufwacht, erinnert er sich an gar nichts mehr – nicht an seine besten Freunde Piper und Leo und schon gar nicht an die Tatsache, dass er ein mächtiger Halbgott ist, nämlich der Sohn des Jupiter! Viel Zeit, um diesen Schock zu verdauen bleibt ihm nicht. Zusammen mit Piper und Leo wird er ins Camp Half-Blood gebracht, wo er seine wahre Bestimmung erfährt: Laut Prophezeiung gehört er zu den legendären sieben Halbgöttern, die den Olymp vor dem Untergang bewahren sollen. Doch dazu müssen sie sich gegen die Erdgöttin Gaia behaupten. Mithilfe eines mechanischen Drachen begeben sich die Freunde auf eine abenteuerliche Reise ins Ungewisse. Helden des Olymp: die Fortsetzung der Jugendbuch-Bestsellerserie 'Percy Jackson' Nachdem Jason ohne Erinnerung auf einer Klassenfahrt aufwacht, überschlagen sich die Ereignisse: Als Sohn des Jupiter zählt er zu den sieben legendären Halbgöttern, die den Olymp gegen die Urgöttin Gaia und ihre Gefolgschaft verteidigen sollen. Doch nur, wenn sich die römischen und die griechischen Halbgötter zusammenschließen können sie den Kampf gegen Gaia aufnehmen. ""Helden des Olymp"" ist eine fünfteilige Fantasy-Buchreihe rund um die jugendlichen Halbgötter Jason, Piper, Leo, Percy, Annabeth, Hazel und Frank. Der spannende Mix aus Action, Witz und Mythologie begeistert Jung und Alt. ***Griechische Götter in der Gegenwart: actionreich, wild und urkomisch – für Leser*innen ab 12 Jahren und für alle Fans der griechisch-römischen Mythologie***",http://books.google.com/books/content?id=7MIbAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Ready Player One,"Ernest Clines Bestseller ›Ready Player One‹ ist DER Science-Fiction-Roman zur Virtual-Reality-Revolution und Vorlage für den großen Kinoblockbuster von Steven Spielberg. Im Jahr 2045 ist die Welt ein hässlicher Ort: Die Erdölvorräte sind aufgebraucht, ein Großteil der Bevölkerung lebt in Armut. Einziger Lichtblick ist die OASIS, eine virtuelle Ersatzwelt, in der man leben, arbeiten, zur Schule gehen und spielen kann. Die OASIS ist ein ganzes Universum, es gibt Tausende von Welten, von denen jede ebenso einzigartig wie phantasievoll ist. Und sie hat ein Geheimnis. Der exzentrische Schöpfer der OASIS hat tief im virtuellen Code einen Schatz vergraben, und wer ihn findet, wird seinen gesamten Besitz erben – zweihundertvierzig Milliarden Dollar. Eine Reihe von Rätseln weist den Weg, doch der Haken ist: Niemand weiß, wo die Fährte beginnt. Bis Wade Watts, ein ganz normaler Junge, der am Stadtrand von Oklahoma City in einem Wohnwagen lebt, den ersten wirklich brauchbaren Hinweis findet. Die Jagd ist eröffnet ... »›Ready Player One‹ ist absolut fantastisch – ein großer Spaß für den Geek in mir. Ich hatte das Gefühl, als sei das Buch nur für mich geschrieben worden.« Patrick Rothfuss",http://books.google.com/books/content?id=zspkDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Beloved,"Lilly Ich wurde gebrochen - sagen sie! Ich habe die Hölle durchquert - sagen sie! Fakt ist... Ich kann mich nicht erinnern. Damon Ich muss sie beschützen - nicht mich in sie verlieben! Ich weiß, sie wollen sie zurück - und meine Lüge könnte ihr das Leben kosten. Familie bedeutet, für einander da zu sein. Familie bedeutet Liebe und Vertrauen. Hast du dich gefragt, was passiert, wenn diese Bedingungslosigkeit sich in Hass verwandelt? Ohne Erinnerung kannst du deinen Feind nicht erkennen. Ohne Erinnerung ist es schwer, der Lüge nicht zu erliegen. Ohne Erinnerung ist es unmöglich, am Leben zu bleiben. Die Wahrheit ist nur einen Flügelschlag entfernt.",http://books.google.com/books/content?id=rMfKEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Girl Who Kicked the Hornet’s Nest,"Die Millennium-Trilogie in moderner Neuausstattung Die Ermittlerin Lisbeth Salander steht unter Mordverdacht. Ihr Partner, der Journalist Mikael Blomkvist, schwört, ihre Unschuld zu beweisen. Um jeden Preis. Blomkvist weiß, dass es diesmal um Salanders Leben geht. Gegen alle Widerstände bringt er die Wahrheit ans Licht. Als seine Ermittlungen die schwedische Regierung in ihren Grundfesten zu erschüttern drohen, setzt er alles auf eine Karte.",http://books.google.com/books/content?id=Gi_L423XJP8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
City of Fallen Angels,"New York City, die Stadt, die niemals schläft. Hier finden auch die Wesen der Unterwelt ein Zuhause: Feen, Werwölfe und Vampire, Hexenwesen und Dämonen. Lange Zeit bekämpften sie alle sich bis aufs Blut – jetzt ist Frieden einkehrt. Endlich kann die 16-jährige Clary ihr Leben in vollen Zügen genießen: ihre Ausbildung zur Schattenjägerin ebenso wie das bevorstehende Hochzeitsfest ihrer Mutter. Und natürlich die Liebe zu ihrem Mitstreiter Jace, zu der sie sich nun bekennen kann. Doch abseits des Idylls braut sich ein dunkler Sturm zusammen. Ist der Krieg, den Clary und ihre Freunde gewonnen glaubten, doch noch nicht vorbei?",http://books.google.com/books/content?id=lGxLEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Harry Potter Series Box Set,"When myths and reality collide... In a world defined by an ancient war between Atlantis and Lemuria, one young engineering prodigy and a fledgling archaeologist are all that stands between the warring factions and the keys to time-travel they seek. But neither side counted on agents from both factions falling in love, or exactly how far they’d go to thwart their heritages and save what matters most. This complete series boxset includes all four books in the Atlas Link Series as well as a novella for over 1,000 pages of adventure, love, time-travel, and magic as mysterious civilizations engage in a war for control of time-travel itself. Books Included: Book One: Gyre Novella: Driftwood Book Two: Landlocked Book Three: Riptide Book Four: Countercurrent",http://books.google.com/books/content?id=12X7EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Complete Maus,"""Maus"" änderte über Nacht die Geschichte des Comic Strips - aus Kult wurde Kunst. Berichtet wird die authentische Lebensgeschichte des polnischen Juden Wladek Spiegelmann. In Queens, New York, schildert er seinem Sohn die Stationen seines Lebens: Polen und Auschwitz, Stockholm und New York, er erzählt von der Rettung und vom Fluch des Überlebens. Art Spiegelmann hat diese Geschichte aufgezeichnet, indem er das Unaussprechliche Tieren in den Mund legt. Die Juden sind Mäuse, die Deutschen Katzen. [d'après l'éditeur].",http://books.google.com/books/content?id=qGe3PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Secret Magdalene,"Raised like sisters, Mariamne and Salome are indulged with riches, position, and learning-a rare thing for females in Jerusalem. But Mariamne has a further gift: an illness has left her with visions; she has the power of prophecy. It is her prophesying that drives the two girls to flee to Egypt, where they study philosophy, mathematics, and astronomy in the Great Library of Alexandria. After seven years they return to a Judaea where many now believe John the Baptizer is the messiah. Salome too begins to believe, but Mariamne, now called Magdalene, is drawn to his cousin, Yeshu’a, a man touched by the divine in the same way she was during her days of illness. Together they speak of sharing their direct experience of God; but Yeshu’a unexpectedly gains a reputation as a healer, and as the ill and the troubled flock to him, he and Magdalene are forced to make a terrible decision. This radical retelling of the greatest story ever told brings Mary Magdalene to life-not as a prostitute or demon-possessed-but as an educated woman who was truly the “apostle to the apostles.”",http://books.google.com/books/content?id=bWO7wgDgtqwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Marley and Me: Life and Love With the World’s Worst Dog,No description available.,http://books.google.com/books/content?id=fH7jPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Iliad / The Odyssey,"In ""Die Abenteuer von Tom Sawyer und Huckleberry Finn"" entführt Mark Twain die Leser in die pulsierende Welt des amerikanischen Hinterlandes des 19. Jahrhunderts. Durch die lebhafte Erzählung von Tom Sawyer, einem mutigen und einfallsreichen Jungen, sowie Huckleberry Finn, seinem rebellischen Freund, wird ein facettenreiches Bild von Jugend, Freiheit und moralischen Dilemmas gezeichnet. Twains Stil zeichnet sich durch seinen humorvollen Ton und seine scharfsinnige Beobachtungsgabe aus, während er zugleich die sozialen Ungerechtigkeiten und die Rassenproblematik seiner Zeit aufs Korn nimmt. Diese illustrierte Ausgabe bringt nicht nur die literarische Brillanz, sondern auch die visuellen Elemente zur Geltung, die den Charme und die Atmosphäre des Erzählten verstärken. Mark Twain, geboren als Samuel Langhorne Clemens, wuchs in Missouri auf und erlebte die sozialen Umwälzungen seiner Zeit hautnah. Seine eigenen Erfahrungen als Flussschiffer und Abenteurer prägten nicht nur seinen Schreibstil, sondern auch die Themen seiner Werke. Twain war ein scharfer Kritiker der Gesellschaft und nutzte seine literarischen Fähigkeiten, um die Missstände seiner Zeit anzuprangern. Seine Protagonisten spiegeln oft seine eigenen Werte und Überzeugungen wider – insbesondere den Wunsch nach Freiheit und persönlicher Entfaltung. Dieses Buch ist nicht nur eine fesselnde Lektüre für Liebhaber klassischer Literatur, sondern ein zeitloses Werk, das auch moderne Leser anspricht. Die Abenteuer von Tom und Huck bieten nicht nur einen nostalgischen Blick auf die Kindheit, sondern regen auch zur Reflexion über soziale Themen und individuelle Entscheidungen an. Die illustrierte Ausgabe ist ein ideales Geschenk für Literaturinteressierte und lädt ein, in die zauberhafte, zugleich herausfordernde Welt von Twains charakteristischen Helden einzutauchen.",http://books.google.com/books/content?id=jsEIEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Thirteen Reasons Why,"Hannah Baker will nach einem Schulwechsel ein neues Leben beginnen, doch 13 Begegnungen treiben sie in den Tod. Ein Thriller, der unter die Haut geht, wie kaum ein anderer – denn tote Mädchen lügen nicht ... Als Clay Jensen aus der Schule nach Hause kommt, findet er ein Päckchen mit Kassetten vor. Er legt die erste in einen alten Kassettenrekorder, drückt auf »Play« – und hört die Stimme von Hannah Baker. Hannah, seine ehemalige Mitschülerin. Hannah, für die er heimlich schwärmte. Hannah, die sich vor zwei Wochen umgebracht hat. Mit ihrer Stimme im Ohr wandert Clay durch die Nacht, und was er hört, lässt ihm den Atem stocken. Dreizehn Gründe sind es, die zu ihrem Suizid geführt haben, dreizehn Personen, die daran ihren Anteil haben. Clay ist einer davon ... Jay Asher ist mit »Tote Mädchen lügen nicht« ein Bestseller gelungen, der sich zu einem modernen Klassiker entwickelt hat und als Netflix Original verfilmt wurde.",http://books.google.com/books/content?id=dd6ieGCr-hQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Complete Works,No description available.,http://books.google.com/books/content?id=l9w-MQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Silmarillion,No description available.,http://books.google.com/books/content?id=yRP0ugAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
